year,ege_budg,total_income
2017,68.84,172765.6
2013,79.59,1190652.3
2014,72.9,976402.5
2015,75.59,1083088.2
2016,72.36,1099456.2
2017,75.36,1034480.6
2013,92.9,505839.1
2014,89.55,536891.6
2015,89.0,520718.4
2016,93.79,500473.6
2017,91.36,519422.7
2013,0.0,1286222.345
2013,70.7,150635.055
2014,64.12,160711.0
2015,65.7,163319.0
2016,67.32,160175.0
2017,75.06,165679.0
2013,63.94,1009789.8999999999
2013,57.5,581533.355
2013,60.68,526716.733
2014,54.13,710595.8
2015,52.66,653608.0
2013,85.77,523340.97
2014,71.37,595854.0
2015,78.04,697751.4
2016,77.19,582098.1
2017,73.34,743663.1
2013,66.66,189855.864
2014,66.87,198241.8
2015,71.7,217895.0
2016,71.49,240956.1
2017,78.34,283598.0
2013,66.47,181826.31
2014,71.94,191289.9
2015,75.24,209565.6
2016,72.71,202769.8
2017,66.51,222681.0
2013,91.74,1292378.0969999998
2014,86.85,1182173.1
2015,88.29,791294.5
2016,89.11,965892.9
2017,88.41,1104390.6
2013,67.97,160204.548
2014,69.82,319322.6
2015,73.59,402523.9
2016,66.72,432879.9
2017,75.75,500289.5
2013,0.0,45379.603500000005
2013,0.0,201885.55500000002
2013,0.0,49424.6455
2013,0.0,322206.55
2013,0.0,116255.61399999999
2013,0.0,84240.16799999999
2013,0.0,46789.389
2013,0.0,5231.534
2013,0.0,33843.375
2013,0.0,6947.994000000001
2013,0.0,12102.948
2013,0.0,40801.799999999996
2014,0.0,32584600
2013,0.0,4905.648
2013,72.02,1175937.818
2014,66.34,1333304.7
2015,67.05,1189497.2
2016,68.64,974326.2
2017,69.34,1138035.2
2013,73.34,2270123.843
2014,69.5,3587167.6
2015,70.72,3018113.2
2016,75.94,3337993.4
2017,78.34,3386385.3
2013,55.03,600587.52
2014,53.38,644671.3
2015,54.62,544184.7
2016,54.02,441294.1
2017,53.99,389308.3
2016,68.05,411172.6
2017,56.96,408034.5
2015,67.83,106082.9
2016,54.78,171033.7
2017,61.76,166608.8
2014,45.4,183518.6
2013,0.0,698956.944
2013,0.0,9495.174
2013,80.1,3358489.4699999997
2014,77.92,3113733.8
2015,81.86,3000585.2
2016,80.22,2330521.6
2017,81.86,2465190.2
2015,0.0,63358.3
2016,0.0,86563.5
2017,0.0,132134.3
2014,0.0,78089.2
2015,0.0,62562.0
2016,0.0,59262.0
2013,0.0,125523.888
2013,71.35,768186.496
2014,69.83,1084282.4
2015,62.13,1386175.0
2016,67.79,761678.8
2017,72.17,1504494.7
2013,0.0,19120.020000000004
2016,0.0,56485.7
2013,67.26,298040.7
2014,62.29,320687.8
2015,62.59,230406.0
2016,61.06,237770.3
2017,61.05,288001.9
2013,61.92,286790.136
2014,61.26,352511.7
2015,57.88,360765.5
2016,58.5,301809.8
2017,59.48,303660.1
2013,0.0,189586.04399999997
2014,64.93,171873.4
2015,0.0,169168.4
2016,0.0,162120.1
2017,0.0,147167.2
2013,65.13,415453.29600000003
2014,61.1,488692.0
2015,74.27,382850.3
2016,68.36,418096.9
2017,68.35,399328.6
2014,60.04,162126.8
2015,66.05,141118.0
2016,64.97,144728.9
2017,64.5,148271.0
2014,56.2,67972.7
2015,58.12,66702.6
2016,0.0,63627.2
2017,67.67,56704.7
2014,62.79,106219.3
2015,61.21,93314.6
2016,62.76,83669.1
2017,62.26,89729.3
2013,0.0,29731.004999999997
2013,64.75,42003.368
2014,53.71,115491.5
2015,0.0,66846.0
2016,0.0,63244.0
2017,0.0,54352.0
2013,56.41,167964.93000000002
2014,41.57,202502.7
2015,64.44,196140.5
2016,69.25,207910.2
2017,80.03,214019.7
2013,64.44,150092.168
2014,67.94,294936.0
2015,69.39,293828.0
2016,69.38,327204.0
2017,66.68,368400.0
2013,58.95,554442.96
2014,56.38,625182.1
2015,53.0,475989.4
2016,53.62,439193.9
2017,54.14,429959.0
2013,0.0,26860.0
2013,63.96,47657.82
2014,64.5,49476.6
2015,65.03,42371.7
2016,61.76,49226.6
2017,64.06,54598.3
2013,0.0,4948.349999999999
2013,0.0,39447.408
2013,60.41,95396.337
2014,67.5,100430.1
2015,67.28,114545.8
2016,69.21,105484.6
2017,65.26,110971.1
2013,65.0,93443.892
2014,58.0,98593.6
2015,0.0,82768.0
2016,0.0,87424.8
2017,0.0,83164.4
2014,69.4,75841.8
2015,70.75,77192.8
2016,65.21,75686.0
2017,64.86,72418.9
2013,67.01,625688.352
2014,72.76,650126.0
2015,72.88,688418.0
2016,71.74,770439.8
2017,73.19,1009160.8
2013,73.41,147205.856
2014,69.04,141411.1
2015,68.38,137102.0
2016,73.37,142898.8
2017,67.29,170884.8
2013,67.2,147617.5365
2013,65.2,803388.69
2014,63.89,1064180.8
2015,60.31,1180788.1
2016,62.39,1002548.2
2017,63.26,1043341.2
2013,0.0,71786.8845
2014,0.0,70178.0
2013,100.0,729021.2999999999
2014,0.0,823590.8
2015,0.0,717154.5
2016,0.0,818541.6
2017,0.0,962108.0
2013,84.82,167481.78699999998
2014,74.92,236358.7
2015,71.55,234688.4
2016,70.18,192987.2
2017,69.51,216625.0
2013,63.58,326447.0
2014,73.22,298028.5
2015,66.5,340724.3
2016,66.9,336055.2
2017,91.33,345057.9
2013,66.42,543257.8990000001
2014,61.91,627588.7
2015,64.8,690499.9
2016,66.63,708919.5
2017,67.66,710591.8
2013,70.65,1589473.9294999999
2014,67.34,2060524.5
2015,68.72,2381777.2
2016,70.38,2351825.4
2017,72.1,2533330.9
2013,0.0,19568.2455
2014,0.0,14389.0
2013,71.94,101290.839
2014,0.0,104891.0
2015,0.0,94615.0
2016,0.0,86184.0
2017,0.0,85747.9
2013,49.32,318179.016
2014,48.15,326012.1
2015,48.58,324497.4
2016,52.39,295939.8
2017,53.49,290280.8
2013,50.0,200257.398
2014,50.01,243635.0
2015,57.63,250581.2
2016,57.59,275268.2
2017,54.76,278395.1
2013,70.0,80752.416
2014,0.0,80551.3
2015,63.22,82233.0
2016,67.5,81134.6
2017,67.0,96561.6
2013,0.0,567124.695
2013,59.92,132048.995
2014,76.1,132041.0
2015,68.56,117566.8
2016,73.5,111975.4
2017,70.83,114454.5
2013,0.0,121257.83799999999
2014,0.0,102815.5
2013,65.95,158363.668
2014,62.59,163000.0
2015,66.77,159664.2
2016,65.11,187064.8
2017,70.34,164023.0
2013,71.0,99489.392
2014,70.0,111271.9
2015,73.0,111638.1
2016,73.0,117622.9
2017,75.0,126349.9
2013,60.07,167048.052
2014,46.78,186762.9
2015,49.99,154207.8
2016,49.31,135790.3
2017,48.52,129623.3
2013,64.5,80695.56599999999
2014,68.1,81261.5
2015,65.0,77782.5
2016,64.75,73679.3
2017,65.79,71310.9
2013,65.75,203261.902
2014,57.3,265308.9
2015,62.21,239595.7
2016,64.17,232364.4
2017,64.42,220218.1
2013,62.15,600354.95
2014,57.52,697960.7
2015,58.51,718105.7
2016,59.42,719225.5
2017,59.31,794073.3
2013,64.09,1513670.4915
2014,60.58,1721303.3
2015,64.41,1668475.6
2016,63.56,1913992.8
2017,64.09,1981915.8
2013,60.14,150135.549
2014,59.6,115407.8
2015,58.81,103371.2
2016,64.29,114386.9
2017,59.64,119948.7
2013,0.0,232100.19
2014,0.0,226094.3
2013,65.2,672031.4330000001
2014,64.94,618428.1
2015,60.08,664892.5
2016,62.03,662417.4
2017,64.03,800334.2
2013,76.7,352111.8
2014,72.7,382846.3
2015,78.5,373428.9
2016,75.4,383238.6
2017,74.0,417013.3
2013,62.11,43070.17999999999
2014,61.13,66903.8
2015,77.12,56014.5
2016,81.28,67774.3
2017,82.75,66453.7
2013,60.0,201009.078
2014,62.5,201773.0
2015,56.0,214147.9
2016,61.68,205983.6
2017,56.2,261960.0
2013,0.0,82595.604
2014,0.0,52296.2
2013,67.99,466133.81499999994
2014,62.32,667059.9
2015,63.43,753721.3
2016,64.74,870578.0
2017,65.61,860323.9
2013,0.0,55777.759999999995
2014,64.38,97622.7
2015,0.0,84447.7
2016,0.0,79763.0
2017,0.0,68179.0
2013,66.7,253630.56
2014,66.7,250516.1
2015,76.5,330477.9
2016,79.0,357267.3
2017,77.8,349664.5
2014,0.0,88046.2
2015,60.91,74347.4
2016,60.72,71183.0
2015,57.85,272246.6
2016,51.67,189589.7
2017,52.9,164213.6
2016,0.0,5784149.8
2017,0.0,6382512.5
2014,100.0,2248103.8
2015,70.04,4377398.8
2016,69.42,4724405.2
2017,64.97,4554190.4
2014,0.0,264274.5
2015,0.0,1913694.3
2016,64.3,1612505.3
2017,60.29,1665959.5
2016,69.76,3861039.2
2017,71.45,3371547.6
